id,name,website,industry,description,logo_url,location,region,country,size,founded,tags,product_types,rss_feed_url,linkedin_url,twitter_handle,is_active,created_at,updated_at
662,Tyson Foods (broiler),,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.360Z,2025-12-26T18:43:16.360Z
663,Tyson Foods (turkey),,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:16.362Z,2025-12-26T18:43:16.362Z
664,Tyson Foods Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,true,2025-12-26T18:43:16.366Z,2025-12-26T18:43:16.366Z
665,Udmurt Poultry Factory,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.369Z,2025-12-26T18:43:16.369Z
666,UK Russian Field,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""ducks"",""table-eggs""]","[""Chicken"",""Ducks"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.372Z,2025-12-26T18:43:16.372Z
667,Uvesa,,Poultry,,,,Europe,Spain,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.376Z,2025-12-26T18:43:16.376Z
668,Venky's India Ltd.,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.379Z,2025-12-26T18:43:16.379Z
669,Versova Holdings LLP,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.382Z,2025-12-26T18:43:16.382Z
670,Villa Rose Egg Farm,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.385Z,2025-12-26T18:43:16.385Z
671,Virginia Poultry Growers Cooperative Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:16.388Z,2025-12-26T18:43:16.388Z
672,Vodňanská Drůbež,,Poultry,,,,Europe,Czech Republic,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:16.396Z,2025-12-26T18:43:16.396Z
673,Volovsky Broiler,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.399Z,2025-12-26T18:43:16.399Z
674,Wabash Valley Produce,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.402Z,2025-12-26T18:43:16.402Z
675,Wadi Group,,Poultry,,,,Africa,Egypt,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.405Z,2025-12-26T18:43:16.405Z
676,Wagner Shinoda,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.409Z,2025-12-26T18:43:16.409Z
677,Waldemiro Berger,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.412Z,2025-12-26T18:43:16.412Z
678,Wayne-Sanderson Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.416Z,2025-12-26T18:43:16.416Z
679,Weaver Brothers,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.419Z,2025-12-26T18:43:16.419Z
680,Weber Family Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.422Z,2025-12-26T18:43:16.422Z
681,Wellhope Agri-Tech,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.425Z,2025-12-26T18:43:16.425Z
682,Wens Food Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks"",""geese"",""table-eggs""]","[""Chicken"",""Ducks"",""Geese"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.427Z,2025-12-26T18:43:16.427Z
683,West Liberty Foods LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:16.431Z,2025-12-26T18:43:16.431Z
684,White Water Processing Co.,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:16.435Z,2025-12-26T18:43:16.435Z
685,Wilco,,Poultry,,,,Middle East,Lebanon,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.438Z,2025-12-26T18:43:16.438Z
686,Wilcox Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.441Z,2025-12-26T18:43:16.441Z
687,Willamette Egg Farm,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.445Z,2025-12-26T18:43:16.445Z
688,Wipasz,,Poultry,,,,Europe,Poland,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.448Z,2025-12-26T18:43:16.448Z
689,Wozniak Poultry Farms,,Poultry,,,,Europe,Poland,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.451Z,2025-12-26T18:43:16.451Z
690,Yaroslavl Broiler,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.454Z,2025-12-26T18:43:16.454Z
691,Yo Kuku,,Poultry,,,,Africa,Uganda,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.457Z,2025-12-26T18:43:16.457Z
692,Yonekyu Corp. Inc.,,Poultry,,,,Asia,Japan,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.460Z,2025-12-26T18:43:16.460Z
693,Yongda Food Industry,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.463Z,2025-12-26T18:43:16.463Z
694,Yu Jiang Nan Agriculture Group Co.,,Poultry,,,,Asia,China,,,"[""poultry""]",,,,,false,2025-12-26T18:43:16.466Z,2025-12-26T18:43:16.466Z
695,Yunken Group Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.469Z,2025-12-26T18:43:16.469Z
696,Zambeef Products PLC,,Poultry,,,,Africa,Zambia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.472Z,2025-12-26T18:43:16.472Z
697,Zêzerovo,,Poultry,,,,Europe,Portugal,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.475Z,2025-12-26T18:43:16.475Z
698,"Zhonghong Sanrong Group Co., Ltd.",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.478Z,2025-12-26T18:43:16.478Z
699,Zhucheng Waimao Co. Ltd,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:16.481Z,2025-12-26T18:43:16.481Z
700,Haid Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.258Z,2025-12-26T20:01:00.258Z
701,Muyuan Foodstuff,,Feed,,,,Asia,China,,,"[""feed"",""compound"",""pig-feed""]",,,,,false,2025-12-26T20:01:00.276Z,2025-12-26T20:01:00.276Z
702,Shuangbaotai Group (Twins Group),,Feed,,,,Asia,China,,,"[""feed"",""compound"",""pig-feed""]",,,,,false,2025-12-26T20:01:00.284Z,2025-12-26T20:01:00.284Z
703,Land O'Lakes,,Feed,,,,North America,United States,,,"[""feed"",""aqua-feed"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,true,2025-12-26T20:01:00.294Z,2025-12-26T20:01:00.294Z
704,Chia Tai Investment,,Feed,,,,Asia,China,,,"[""feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.298Z,2025-12-26T20:01:00.298Z
705,De Heus,,Feed,,,,Europe,Netherlands,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.304Z,2025-12-26T20:01:00.304Z
706,ForFarmers N.V.,,Feed,,,,Europe,Netherlands,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.314Z,2025-12-26T20:01:00.314Z
707,Nutreco,,Feed,,,,Europe,Netherlands,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.318Z,2025-12-26T20:01:00.318Z
708,Tongwei Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.323Z,2025-12-26T20:01:00.323Z
709,Alltech,,Feed,,,,North America,United States,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,true,2025-12-26T20:01:00.327Z,2025-12-26T20:01:00.327Z
710,Tangrenshen Group (TRS),,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.331Z,2025-12-26T20:01:00.331Z
711,WH Group,,Feed,,,,Asia,China,,,"[""feed"",""compound"",""pig-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.336Z,2025-12-26T20:01:00.336Z
712,Smithfield Foods,,Feed,,,,North America,United States,,,"[""feed"",""compound"",""pig-feed""]",,,,,true,2025-12-26T20:01:00.340Z,2025-12-26T20:01:00.340Z
713,Dabeinong Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.344Z,2025-12-26T20:01:00.344Z
714,East Hope Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.348Z,2025-12-26T20:01:00.348Z
715,Gold Coin,,Feed,,,,Asia,Singapore,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.351Z,2025-12-26T20:01:00.351Z
716,Feed One,,Feed,,,,Asia,Japan,,,"[""feed"",""aqua-feed"",""compound"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.357Z,2025-12-26T20:01:00.357Z
717,ADM Animal Nutrition,,Feed,,,,North America,United States,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,true,2025-12-26T20:01:00.359Z,2025-12-26T20:01:00.359Z
718,Anyou Biotechnology Group Co.,,Feed,,,,Asia,China,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.363Z,2025-12-26T20:01:00.363Z
719,Huaxi Hope Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.365Z,2025-12-26T20:01:00.365Z
720,Veronesi,,Feed,,,,Europe,Italy,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.368Z,2025-12-26T20:01:00.368Z
721,Amul,,Feed,,,,Asia,India,,,"[""feed"",""compound"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.371Z,2025-12-26T20:01:00.371Z
722,AGRAVIS Raiffeisen,,Feed,,,,Europe,Germany,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.374Z,2025-12-26T20:01:00.374Z
723,Royal Agrifirm Group,,Feed,,,,Europe,Netherlands,,,"[""feed"",""additive"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.377Z,2025-12-26T20:01:00.377Z
724,Xinjiang Tiankang,,Feed,,,,Asia,China,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.381Z,2025-12-26T20:01:00.381Z
725,DLG Group,,Feed,,,,Europe,Denmark,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.384Z,2025-12-26T20:01:00.384Z
726,Guangxi Yangxiang Co.,,Feed,,,,Asia,China,,,"[""feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.387Z,2025-12-26T20:01:00.387Z
727,NongHyup Feed Inc.,,Feed,,,,Asia,South Korea,,,"[""feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.391Z,2025-12-26T20:01:00.391Z
728,Sichuan Tequ Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.397Z,2025-12-26T20:01:00.397Z
729,Danish Agro Group,,Feed,,,,Europe,Denmark,,,"[""feed"",""additive"",""compound"",""horse-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.400Z,2025-12-26T20:01:00.400Z
730,AB Agri,,Feed,,,,Europe,United Kingdom,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.403Z,2025-12-26T20:01:00.403Z
731,DTC Deutsche Tiernahrung Cremer,,Feed,,,,Europe,Germany,,,"[""feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.406Z,2025-12-26T20:01:00.406Z
732,Nosan Corp.,,Feed,,,,Asia,Japan,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.412Z,2025-12-26T20:01:00.412Z
733,Arvesta,,Feed,,,,Europe,Belgium,,,"[""feed"",""additive"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.415Z,2025-12-26T20:01:00.415Z
734,Guangdong Nanbao Group,,Feed,,,,Asia,China,,,"[""feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.418Z,2025-12-26T20:01:00.418Z
735,JDH,,Feed,,,,North America,United States,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,true,2025-12-26T20:01:00.420Z,2025-12-26T20:01:00.420Z
736,Ridley AgriProducts,,Feed,,,,Oceania,Australia,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.423Z,2025-12-26T20:01:00.423Z
737,Arasco Feed,,Feed,,,,Middle East,Saudi Arabia,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""horse-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.426Z,2025-12-26T20:01:00.426Z
738,Bröring Unternehmensgruppe,,Feed,,,,Europe,Germany,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.429Z,2025-12-26T20:01:00.429Z
739,GreenFeed,,Feed,,,,Asia,Vietnam,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.432Z,2025-12-26T20:01:00.432Z
740,Kent Nutrition Group,,Feed,,,,North America,United States,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,true,2025-12-26T20:01:00.435Z,2025-12-26T20:01:00.435Z
741,Seaboard Foods,,Feed,,,,North America,United States,,,"[""feed"",""pig-feed""]",,,,,true,2025-12-26T20:01:00.438Z,2025-12-26T20:01:00.438Z
742,Fujian Aonong Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.440Z,2025-12-26T20:01:00.440Z
743,Tieqilisi Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.443Z,2025-12-26T20:01:00.443Z
744,Jiada Group,,Feed,,,,Asia,China,,,"[""feed"",""pig-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.446Z,2025-12-26T20:01:00.446Z
745,BioMar Group,,Feed,,,,Europe,Denmark,,,"[""feed"",""aqua-feed"",""compound""]",,,,,false,2025-12-26T20:01:00.450Z,2025-12-26T20:01:00.450Z
746,Masan MEATLife,,Feed,,,,Asia,Vietnam,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.453Z,2025-12-26T20:01:00.453Z
747,Cooperl Arc Atlantique,,Feed,,,,Europe,France,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.455Z,2025-12-26T20:01:00.455Z
748,Lantmännen Lantbruk,,Feed,,,,Europe,Sweden,,,"[""feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.458Z,2025-12-26T20:01:00.458Z
749,Prioskolye,,Feed,,,,Europe,Russia,,,"[""feed"",""compound"",""poultry-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.461Z,2025-12-26T20:01:00.461Z
750,Hunan Jiuding Group,,Feed,,,,Asia,China,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.463Z,2025-12-26T20:01:00.463Z
751,MEGA Tierernährung,,Feed,,,,Europe,Germany,,,"[""feed"",""compound"",""poultry-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.465Z,2025-12-26T20:01:00.465Z
752,Marfrig Global Foods,,Feed,,,,South America,Brazil,,,"[""feed"",""aqua-feed"",""compound"",""pet-feed"",""pig-feed"",""poultry-feed"",""premix"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.468Z,2025-12-26T20:01:00.468Z
753,2Agriculture Ltd.,,Feed,,,,Europe,United Kingdom,,,"[""feed"",""compound"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.472Z,2025-12-26T20:01:00.472Z
754,Nichiwa Sangyo,,Feed,,,,Asia,Japan,,,"[""feed"",""aqua-feed"",""compound"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.475Z,2025-12-26T20:01:00.475Z
755,Rothkötter-Mischfutterwerk,,Feed,,,,Europe,Germany,,,"[""feed"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.477Z,2025-12-26T20:01:00.477Z
756,Woosung Feed Co.,,Feed,,,,Asia,South Korea,,,"[""feed"",""aqua-feed"",""compound"",""horse-feed"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.480Z,2025-12-26T20:01:00.480Z
757,Zhengbang Science and Technology,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""premix""]",,,,,false,2025-12-26T20:01:00.482Z,2025-12-26T20:01:00.482Z
758,Itochu Feed Mills Co.,,Feed,,,,Asia,Japan,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.485Z,2025-12-26T20:01:00.485Z
759,Showa Sangyo,,Feed,,,,Asia,Japan,,,"[""feed"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.488Z,2025-12-26T20:01:00.488Z
760,SKM Animal Feeds & Foods,,Feed,,,,Asia,India,,,"[""feed"",""compound"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.493Z,2025-12-26T20:01:00.493Z
761,TS Corp.,,Feed,,,,Asia,South Korea,,,"[""feed"",""compound"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.495Z,2025-12-26T20:01:00.495Z
762,Guangdong Yuehai Feeds Group,,Feed,,,,Asia,China,,,"[""feed"",""aqua-feed""]",,,,,false,2025-12-26T20:01:00.498Z,2025-12-26T20:01:00.498Z
763,AFGRI Animal Feeds,,Feed,,,,Africa,South Africa,,,"[""feed"",""compound"",""pet-feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.501Z,2025-12-26T20:01:00.501Z
764,Sanwang Group,,Feed,,,,Asia,China,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.506Z,2025-12-26T20:01:00.506Z
765,Toyohashi Feed Mills,,Feed,,,,Asia,Japan,,,"[""feed"",""pig-feed"",""poultry-feed"",""ruminant-feed""]",,,,,false,2025-12-26T20:01:00.510Z,2025-12-26T20:01:00.510Z
766,Shenzhen Alpha Feed Co.,,Feed,,,,Asia,China,,,"[""feed"",""additive"",""aqua-feed"",""compound"",""pig-feed"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.513Z,2025-12-26T20:01:00.513Z
767,Shandong Yisheng Livestock & Poultry Breeding Co.,,Feed,,,,Asia,China,,,"[""feed"",""compound"",""poultry-feed""]",,,,,false,2025-12-26T20:01:00.516Z,2025-12-26T20:01:00.516Z
768,Nestlé Purina PetCare,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.957Z,2025-12-26T20:05:32.957Z
769,Mars Petcare Inc.,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.972Z,2025-12-26T20:05:32.972Z
770,Hill's Pet Nutrition,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.977Z,2025-12-26T20:05:32.977Z
771,General Mills,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.982Z,2025-12-26T20:05:32.982Z
772,J.M. Smucker,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.985Z,2025-12-26T20:05:32.985Z
773,Diamond Pet Foods,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:32.991Z,2025-12-26T20:05:32.991Z
774,United Petfood,,Pet Food,,,,,Belgium,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:32.998Z,2025-12-26T20:05:32.998Z
775,Simmons Pet Food,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.005Z,2025-12-26T20:05:33.005Z
776,Spectrum Brands / United Pet Group,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.009Z,2025-12-26T20:05:33.009Z
777,Unicharm Corp.,,Pet Food,,,,,Japan,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.012Z,2025-12-26T20:05:33.012Z
778,Alphia,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.018Z,2025-12-26T20:05:33.018Z
779,Freshpet,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.022Z,2025-12-26T20:05:33.022Z
780,Inaba Petfood,,Pet Food,,,,,Japan,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.027Z,2025-12-26T20:05:33.027Z
781,Partner in Pet Food,,Pet Food,,,,,Hungary,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.032Z,2025-12-26T20:05:33.032Z
782,Agrolimen SA,,Pet Food,,,,,Spain,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.036Z,2025-12-26T20:05:33.036Z
783,Premier Pet,,Pet Food,,,,,Brazil,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.040Z,2025-12-26T20:05:33.040Z
784,Heristo AG,,Pet Food,,,,,Germany,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.043Z,2025-12-26T20:05:33.043Z
785,Perfect Companion Group Co.,,Pet Food,,,,,Thailand,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.049Z,2025-12-26T20:05:33.049Z
786,BRF Pet SA,,Pet Food,,,,,Brazil,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.056Z,2025-12-26T20:05:33.056Z
787,Deuerer,,Pet Food,,,,,Germany,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.059Z,2025-12-26T20:05:33.059Z
788,Wellness Pet Company,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.063Z,2025-12-26T20:05:33.063Z
789,Vafo Group,,Pet Food,,,,,Czech Republic,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.066Z,2025-12-26T20:05:33.066Z
790,Central Garden & Pet,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.069Z,2025-12-26T20:05:33.069Z
791,i-Tail Corporation,,Pet Food,,,,,Thailand,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.072Z,2025-12-26T20:05:33.072Z
792,Jeil Feed,,Pet Food,,,,,South Korea,,,"[""pet-food""]",,,,,false,2025-12-26T20:05:33.075Z,2025-12-26T20:05:33.075Z
793,Sunshine Mills,,Pet Food,,,,,United States,,,"[""pet-food""]",,,,,true,2025-12-26T20:05:33.078Z,2025-12-26T20:05:33.078Z
